,Image Id,Genere,Image Path
28,tt4577326,Documentary,Movie_Poster_Dataset/2015/tt4577326.jpg
29,tt1850457,Comedy,Movie_Poster_Dataset/2015/tt1850457.jpg
30,tt2974918,"Animation, Adventure, Comedy",Movie_Poster_Dataset/2015/tt2974918.jpg
31,tt4046784,"Action, Sci-Fi, Thriller",Movie_Poster_Dataset/2015/tt4046784.jpg
32,tt2637276,Comedy,Movie_Poster_Dataset/2015/tt2637276.jpg
33,tt1051904,"Adventure, Comedy, Family",Movie_Poster_Dataset/2015/tt1051904.jpg
34,tt2120120,"Action, Comedy, Sci-Fi",Movie_Poster_Dataset/2015/tt2120120.jpg
35,tt2361509,Comedy,Movie_Poster_Dataset/2015/tt2361509.jpg
36,tt3682448,"Drama, History, Thriller",Movie_Poster_Dataset/2015/tt3682448.jpg
37,tt3450650,"Action, Comedy, Crime",Movie_Poster_Dataset/2015/tt3450650.jpg
38,tt1596363,"Biography, Comedy, Drama",Movie_Poster_Dataset/2015/tt1596363.jpg
39,tt3832914,Drama,Movie_Poster_Dataset/2015/tt3832914.jpg
40,tt2268016,"Comedy, Drama, Music",Movie_Poster_Dataset/2015/tt2268016.jpg
41,tt3567288,"Horror, Thriller",Movie_Poster_Dataset/2015/tt3567288.jpg
42,tt0884732,Comedy,Movie_Poster_Dataset/2015/tt0884732.jpg
43,tt1355683,"Biography, Crime, Drama",Movie_Poster_Dataset/2015/tt1355683.jpg
44,tt1524930,"Adventure, Comedy",Movie_Poster_Dataset/2015/tt1524930.jpg
45,tt3862750,"Drama, Thriller",Movie_Poster_Dataset/2015/tt3862750.jpg
46,tt2446980,"Biography, Comedy, Drama",Movie_Poster_Dataset/2015/tt2446980.jpg
47,tt1502712,"Action, Adventure, Sci-Fi",Movie_Poster_Dataset/2015/tt1502712.jpg
48,tt3460252,"Crime, Drama, Mystery",Movie_Poster_Dataset/2015/tt3460252.jpg
49,tt4929954,N/A,Movie_Poster_Dataset/2015/tt4929954.jpg
50,tt1798684,"Action, Drama, Sport",Movie_Poster_Dataset/2015/tt1798684.jpg
51,tt3195644,"Fantasy, Horror, Thriller",Movie_Poster_Dataset/2015/tt3195644.jpg
52,tt1617661,"Action, Adventure, Sci-Fi",Movie_Poster_Dataset/2015/tt1617661.jpg
53,tt3397884,"Action, Crime, Drama",Movie_Poster_Dataset/2015/tt3397884.jpg
54,tt1638355,"Action, Adventure, Comedy",Movie_Poster_Dataset/2015/tt1638355.jpg
55,tt1895587,"Biography, Drama, History",Movie_Poster_Dataset/2015/tt1895587.jpg
56,tt2097298,"Biography, Drama, Sport",Movie_Poster_Dataset/2015/tt2097298.jpg
57,tt3530002,Comedy,Movie_Poster_Dataset/2015/tt3530002.jpg
58,tt3850590,"Comedy, Fantasy, Horror",Movie_Poster_Dataset/2015/tt3850590.jpg
59,tt1655441,"Drama, Fantasy, Romance",Movie_Poster_Dataset/2015/tt1655441.jpg
60,tt2381111,"Drama, Romance",Movie_Poster_Dataset/2015/tt2381111.jpg
61,tt2726560,"Drama, Romance",Movie_Poster_Dataset/2015/tt2726560.jpg
62,tt3181822,"Mystery, Thriller",Movie_Poster_Dataset/2015/tt3181822.jpg
63,tt3332064,"Adventure, Family, Fantasy",Movie_Poster_Dataset/2015/tt3332064.jpg
64,tt2967224,"Action, Comedy, Crime",Movie_Poster_Dataset/2015/tt2967224.jpg
65,tt1666801,Comedy,Movie_Poster_Dataset/2015/tt1666801.jpg
66,tt2404425,"Biography, Drama, History",Movie_Poster_Dataset/2015/tt2404425.jpg
67,tt2555736,"Comedy, Drama",Movie_Poster_Dataset/2015/tt2555736.jpg
68,tt4680034,Comedy,Movie_Poster_Dataset/2015/tt4680034.jpg
69,tt1674771,Comedy,Movie_Poster_Dataset/2015/tt1674771.jpg
70,tt3622592,"Drama, Mystery, Romance",Movie_Poster_Dataset/2015/tt3622592.jpg
71,tt1823672,"Action, Crime, Sci-Fi",Movie_Poster_Dataset/2015/tt1823672.jpg
72,tt2554274,"Drama, Fantasy, Horror",Movie_Poster_Dataset/2015/tt2554274.jpg
73,tt1178665,"Adventure, Biography, Comedy",Movie_Poster_Dataset/2015/tt1178665.jpg
74,tt2752772,"Horror, Mystery, Thriller",Movie_Poster_Dataset/2015/tt2752772.jpg
75,tt1618442,"Action, Adventure, Fantasy",Movie_Poster_Dataset/2015/tt1618442.jpg
76,tt1781922,"Action, Thriller",Movie_Poster_Dataset/2015/tt1781922.jpg
77,tt3623726,"Comedy, Drama, Music",Movie_Poster_Dataset/2015/tt3623726.jpg
78,tt2199571,"Action, Crime, Drama",Movie_Poster_Dataset/2015/tt2199571.jpg
79,tt2279339,Comedy,Movie_Poster_Dataset/2015/tt2279339.jpg
80,tt2918436,"Horror, Sci-Fi, Thriller",Movie_Poster_Dataset/2015/tt2918436.jpg
81,tt0470752,"Drama, Mystery, Sci-Fi",Movie_Poster_Dataset/2015/tt0470752.jpg
82,tt1390411,"Action, Adventure, Biography",Movie_Poster_Dataset/2015/tt1390411.jpg
83,tt2309260,"Horror, Thriller",Movie_Poster_Dataset/2015/tt2309260.jpg
84,tt2679042,"Action, Crime, Thriller",Movie_Poster_Dataset/2015/tt2679042.jpg
85,tt2436386,"Sci-Fi, Thriller",Movie_Poster_Dataset/2015/tt2436386.jpg
86,tt4994952,Adult,Movie_Poster_Dataset/2015/tt4994952.jpg
87,tt1243974,"Comedy, Drama, Romance",Movie_Poster_Dataset/2015/tt1243974.jpg
88,tt2872750,"Animation, Adventure, Comedy",Movie_Poster_Dataset/2015/tt2872750.jpg
89,tt2473510,Horror,Movie_Poster_Dataset/2015/tt2473510.jpg
90,tt3565344,"Biography, Drama",Movie_Poster_Dataset/2015/tt3565344.jpg
91,tt3168230,"Drama, Mystery",Movie_Poster_Dataset/2015/tt3168230.jpg
92,tt3850214,"Comedy, Crime, Drama",Movie_Poster_Dataset/2015/tt3850214.jpg
93,tt3660770,Documentary,Movie_Poster_Dataset/2015/tt3660770.jpg
94,tt2938956,"Action, Crime, Thriller",Movie_Poster_Dataset/2015/tt2938956.jpg
95,tt3170832,Drama,Movie_Poster_Dataset/2015/tt3170832.jpg
96,tt3316948,"Action, Comedy",Movie_Poster_Dataset/2015/tt3316948.jpg
97,tt4183692,"Drama, Sport",Movie_Poster_Dataset/2015/tt4183692.jpg
98,tt2503944,"Comedy, Drama",Movie_Poster_Dataset/2015/tt2503944.jpg
99,tt4056738,Drama,Movie_Poster_Dataset/2015/tt4056738.jpg
100,tt2402927,"Drama, Romance",Movie_Poster_Dataset/2015/tt2402927.jpg
101,tt3774694,"Drama, Romance",Movie_Poster_Dataset/2015/tt3774694.jpg
102,tt4191054,"Animation, Family, Fantasy",Movie_Poster_Dataset/2015/tt4191054.jpg
103,tt2637294,"Comedy, Sci-Fi",Movie_Poster_Dataset/2015/tt2637294.jpg
104,tt2140379,"Action, Mystery, Sci-Fi",Movie_Poster_Dataset/2015/tt2140379.jpg
105,tt2935476,"Drama, Romance",Movie_Poster_Dataset/2015/tt2935476.jpg
106,tt2006295,"Biography, Drama, History",Movie_Poster_Dataset/2015/tt2006295.jpg
107,tt0810819,"Biography, Drama, Romance",Movie_Poster_Dataset/2015/tt0810819.jpg
108,tt2515034,"Action, Crime, Drama",Movie_Poster_Dataset/2015/tt2515034.jpg
109,tt2358925,Comedy,Movie_Poster_Dataset/2015/tt2358925.jpg
110,tt3488710,"Adventure, Biography, Drama",Movie_Poster_Dataset/2015/tt3488710.jpg
111,tt3722070,"Biography, Comedy, Drama",Movie_Poster_Dataset/2015/tt3722070.jpg
112,tt4643580,Animation,Movie_Poster_Dataset/2015/tt4643580.jpg
113,tt2870648,"Documentary, Biography, Music",Movie_Poster_Dataset/2015/tt2870648.jpg
114,tt3863552,"Comedy, Drama",Movie_Poster_Dataset/2015/tt3863552.jpg
115,tt3819668,"Animation, Action, Adventure",Movie_Poster_Dataset/2015/tt3819668.jpg
116,tt2855042,"Action, Crime, Drama",Movie_Poster_Dataset/2015/tt2855042.jpg
117,tt3045616,"Action, Comedy, Mystery",Movie_Poster_Dataset/2015/tt3045616.jpg
118,tt3236120,"Comedy, Drama",Movie_Poster_Dataset/2015/tt3236120.jpg
119,tt2582496,"Comedy, Drama",Movie_Poster_Dataset/2015/tt2582496.jpg
120,tt2631186,"Action, Adventure, Drama",Movie_Poster_Dataset/2015/tt2631186.jpg
121,tt3735246,"Drama, History, Romance",Movie_Poster_Dataset/2015/tt3735246.jpg
122,tt1810683,"Drama, War",Movie_Poster_Dataset/2015/tt1810683.jpg
123,tt4058650,"Comedy, Drama",Movie_Poster_Dataset/2015/tt4058650.jpg
124,tt1976009,"Drama, Sci-Fi, Thriller",Movie_Poster_Dataset/2015/tt1976009.jpg
125,tt1772288,"Comedy, Drama, Music",Movie_Poster_Dataset/2015/tt1772288.jpg
126,tt4535650,"Action, Comedy, Crime",Movie_Poster_Dataset/2015/tt4535650.jpg
127,tt4337690,Drama,Movie_Poster_Dataset/2015/tt4337690.jpg
128,tt2273657,"Crime, Drama, Mystery",Movie_Poster_Dataset/2015/tt2273657.jpg
129,tt3077214,"Biography, Drama, History",Movie_Poster_Dataset/2015/tt3077214.jpg
130,tt3595298,"Action, Drama, Romance",Movie_Poster_Dataset/2015/tt3595298.jpg
131,tt3544082,"Drama, Romance",Movie_Poster_Dataset/2015/tt3544082.jpg
132,tt3715320,"Drama, Mystery",Movie_Poster_Dataset/2015/tt3715320.jpg
133,tt2401878,"Animation, Comedy, Drama",Movie_Poster_Dataset/2015/tt2401878.jpg
134,tt1727776,"Action, Comedy, Horror",Movie_Poster_Dataset/2015/tt1727776.jpg
135,tt4357170,Comedy,Movie_Poster_Dataset/2015/tt4357170.jpg
136,tt3233418,Drama,Movie_Poster_Dataset/2015/tt3233418.jpg
137,tt3787590,"Drama, Music, Romance",Movie_Poster_Dataset/2015/tt3787590.jpg
138,tt4381862,"Short, Drama",Movie_Poster_Dataset/2015/tt4381862.jpg
139,tt4110568,"Drama, Family, Romance",Movie_Poster_Dataset/2015/tt4110568.jpg
140,tt4296800,Comedy,Movie_Poster_Dataset/2015/tt4296800.jpg
141,tt3164256,"Comedy, Music, War",Movie_Poster_Dataset/2015/tt3164256.jpg
142,tt3416744,Drama,Movie_Poster_Dataset/2015/tt3416744.jpg
143,tt3312830,"Comedy, Drama",Movie_Poster_Dataset/2015/tt3312830.jpg
144,tt3065132,Documentary,Movie_Poster_Dataset/2015/tt3065132.jpg
145,tt4594834,"Comedy, Crime, Drama",Movie_Poster_Dataset/2015/tt4594834.jpg
146,tt3859076,"Biography, Drama",Movie_Poster_Dataset/2015/tt3859076.jpg
147,tt2872462,Comedy,Movie_Poster_Dataset/2015/tt2872462.jpg
148,tt2545428,"Documentary, Action, Adventure",Movie_Poster_Dataset/2015/tt2545428.jpg
149,tt3719896,"Biography, Drama, Sport",Movie_Poster_Dataset/2015/tt3719896.jpg
150,tt3614530,"Adventure, Drama, Fantasy",Movie_Poster_Dataset/2015/tt3614530.jpg
151,tt3148502,"Comedy, Drama, Romance",Movie_Poster_Dataset/2015/tt3148502.jpg
152,tt3559750,"Short, Comedy, Drama",Movie_Poster_Dataset/2015/tt3559750.jpg
153,tt4386134,Documentary,Movie_Poster_Dataset/2015/tt4386134.jpg
154,tt3569230,"Biography, Crime, Drama",Movie_Poster_Dataset/2015/tt3569230.jpg
155,tt3767372,"Comedy, Drama",Movie_Poster_Dataset/2015/tt3767372.jpg
156,tt1524575,"Horror, Thriller",Movie_Poster_Dataset/2015/tt1524575.jpg
157,tt3808342,"Drama, Thriller",Movie_Poster_Dataset/2015/tt3808342.jpg
158,tt3172532,"Drama, Romance",Movie_Poster_Dataset/2015/tt3172532.jpg
159,tt4838422,Action,Movie_Poster_Dataset/2015/tt4838422.jpg
160,tt4701702,"Action, Drama",Movie_Poster_Dataset/2015/tt4701702.jpg
161,tt3159708,"Action, Comedy, Crime",Movie_Poster_Dataset/2015/tt3159708.jpg
162,tt3877296,"Drama, Family, History",Movie_Poster_Dataset/2015/tt3877296.jpg
163,tt3985338,"Short, Drama, Horror",Movie_Poster_Dataset/2015/tt3985338.jpg
164,tt4242158,Comedy,Movie_Poster_Dataset/2015/tt4242158.jpg
165,tt2415458,"Documentary, Biography",Movie_Poster_Dataset/2015/tt2415458.jpg
166,tt5061814,Comedy,Movie_Poster_Dataset/2015/tt5061814.jpg
167,tt5131512,"Short, Comedy, Drama",Movie_Poster_Dataset/2015/tt5131512.jpg
168,tt4276752,"Action, Horror",Movie_Poster_Dataset/2015/tt4276752.jpg
169,tt2433040,"Action, Drama",Movie_Poster_Dataset/2015/tt2433040.jpg
170,tt1014763,"Crime, Thriller",Movie_Poster_Dataset/2015/tt1014763.jpg
171,tt4768764,"Action, Comedy, Crime",Movie_Poster_Dataset/2015/tt4768764.jpg
172,tt5086090,"Short, Drama",Movie_Poster_Dataset/2015/tt5086090.jpg
173,tt2245003,"Comedy, Drama, Romance",Movie_Poster_Dataset/2015/tt2245003.jpg
174,tt3844362,"Comedy, Mystery",Movie_Poster_Dataset/2015/tt3844362.jpg
175,tt3578650,Documentary,Movie_Poster_Dataset/2015/tt3578650.jpg
176,tt1322393,Drama,Movie_Poster_Dataset/2015/tt1322393.jpg
177,tt4618398,"Animation, Action, Adventure",Movie_Poster_Dataset/2015/tt4618398.jpg
178,tt3518012,"Documentary, History, News",Movie_Poster_Dataset/2015/tt3518012.jpg
179,tt3966404,Drama,Movie_Poster_Dataset/2015/tt3966404.jpg
180,tt3165612,"Comedy, Drama, Romance",Movie_Poster_Dataset/2015/tt3165612.jpg
181,tt5109746,"Comedy, Horror, Sci-Fi",Movie_Poster_Dataset/2015/tt5109746.jpg
182,tt4002772,"Comedy, Drama, Family",Movie_Poster_Dataset/2015/tt4002772.jpg
183,tt4126304,"Documentary, Action, Drama",Movie_Poster_Dataset/2015/tt4126304.jpg
184,tt3824458,"Comedy, Drama",Movie_Poster_Dataset/2015/tt3824458.jpg
185,tt4253360,Drama,Movie_Poster_Dataset/2015/tt4253360.jpg
186,tt0420293,"Biography, Drama, History",Movie_Poster_Dataset/2015/tt0420293.jpg
187,tt3508840,Drama,Movie_Poster_Dataset/2015/tt3508840.jpg
188,tt3447364,"Action, Mystery, Thriller",Movie_Poster_Dataset/2015/tt3447364.jpg
189,tt1658801,"Biography, Drama, Romance",Movie_Poster_Dataset/2015/tt1658801.jpg
190,tt3704050,"Drama, Thriller",Movie_Poster_Dataset/2015/tt3704050.jpg
191,tt3707106,"Drama, Romance",Movie_Poster_Dataset/2015/tt3707106.jpg
192,tt2424988,"Action, Crime, Drama",Movie_Poster_Dataset/2015/tt2424988.jpg
193,tt4007558,"Comedy, Drama, Romance",Movie_Poster_Dataset/2015/tt4007558.jpg
194,tt4316236,Documentary,Movie_Poster_Dataset/2015/tt4316236.jpg
195,tt3790720,"Documentary, Biography, History",Movie_Poster_Dataset/2015/tt3790720.jpg
196,tt4425064,Documentary,Movie_Poster_Dataset/2015/tt4425064.jpg
197,tt4074958,"Drama, Romance",Movie_Poster_Dataset/2015/tt4074958.jpg
198,tt3262990,Drama,Movie_Poster_Dataset/2015/tt3262990.jpg
199,tt4572856,"Comedy, Romance",Movie_Poster_Dataset/2015/tt4572856.jpg
200,tt2979920,"Crime, Drama, Thriller",Movie_Poster_Dataset/2015/tt2979920.jpg
201,tt2072230,"Action, Adventure, Drama",Movie_Poster_Dataset/2015/tt2072230.jpg
202,tt2514028,"Documentary, Biography",Movie_Poster_Dataset/2015/tt2514028.jpg
203,tt5135330,"Short, Drama, Romance",Movie_Poster_Dataset/2015/tt5135330.jpg
204,tt4145178,"Documentary, Biography",Movie_Poster_Dataset/2015/tt4145178.jpg
205,tt4935446,Documentary,Movie_Poster_Dataset/2015/tt4935446.jpg
206,tt3020666,Documentary,Movie_Poster_Dataset/2015/tt3020666.jpg
207,tt3678782,"Action, Crime, Drama",Movie_Poster_Dataset/2015/tt3678782.jpg
208,tt4185572,Documentary,Movie_Poster_Dataset/2015/tt4185572.jpg
209,tt3735554,"Action, Drama, Thriller",Movie_Poster_Dataset/2015/tt3735554.jpg
210,tt3707114,"Documentary, Biography, Music",Movie_Poster_Dataset/2015/tt3707114.jpg
211,tt3742378,"Comedy, Drama",Movie_Poster_Dataset/2015/tt3742378.jpg
212,tt4467262,"Comedy, Romance",Movie_Poster_Dataset/2015/tt4467262.jpg
213,tt4698762,Short,Movie_Poster_Dataset/2015/tt4698762.jpg
214,tt4696222,"Drama, War",Movie_Poster_Dataset/2015/tt4696222.jpg
215,tt3836958,"Comedy, Drama, Thriller",Movie_Poster_Dataset/2015/tt3836958.jpg
216,tt3962210,Drama,Movie_Poster_Dataset/2015/tt3962210.jpg
217,tt4294052,"Action, Drama, Fantasy",Movie_Poster_Dataset/2015/tt4294052.jpg
218,tt3742284,"Crime, Drama, Mystery",Movie_Poster_Dataset/2015/tt3742284.jpg
219,tt3384180,Mystery,Movie_Poster_Dataset/2015/tt3384180.jpg
220,tt3748512,Documentary,Movie_Poster_Dataset/2015/tt3748512.jpg
221,tt3950112,"Short, Action",Movie_Poster_Dataset/2015/tt3950112.jpg
222,tt3735398,"Crime, Drama, Sport",Movie_Poster_Dataset/2015/tt3735398.jpg
223,tt3398048,"Action, Drama, Romance",Movie_Poster_Dataset/2015/tt3398048.jpg
224,tt3205376,"Action, Mystery, Romance",Movie_Poster_Dataset/2015/tt3205376.jpg
225,tt1837562,"Comedy, Drama, Romance",Movie_Poster_Dataset/2015/tt1837562.jpg
226,tt4430136,"Comedy, Drama, Romance",Movie_Poster_Dataset/2015/tt4430136.jpg
227,tt3481000,Drama,Movie_Poster_Dataset/2015/tt3481000.jpg
228,tt4892714,Romance,Movie_Poster_Dataset/2015/tt4892714.jpg
229,tt2909116,Adventure,Movie_Poster_Dataset/2015/tt2909116.jpg
230,tt2402101,"Drama, Mystery, Thriller",Movie_Poster_Dataset/2015/tt2402101.jpg
231,tt4944352,"Action, History",Movie_Poster_Dataset/2015/tt4944352.jpg
232,tt1881002,"Drama, Horror",Movie_Poster_Dataset/2015/tt1881002.jpg
233,tt4505170,N/A,Movie_Poster_Dataset/2015/tt4505170.jpg
234,tt5049302,"Crime, Mystery, Thriller",Movie_Poster_Dataset/2015/tt5049302.jpg
235,tt5143954,"Short, Drama",Movie_Poster_Dataset/2015/tt5143954.jpg
236,tt5022418,Documentary,Movie_Poster_Dataset/2015/tt5022418.jpg
237,tt3272570,"Documentary, History, Music",Movie_Poster_Dataset/2015/tt3272570.jpg
238,tt5233460,"Short, Sci-Fi",Movie_Poster_Dataset/2015/tt5233460.jpg
239,tt3585004,Fantasy,Movie_Poster_Dataset/2015/tt3585004.jpg
240,tt4430992,"Drama, Romance",Movie_Poster_Dataset/2015/tt4430992.jpg
241,tt5257730,Romance,Movie_Poster_Dataset/2015/tt5257730.jpg
242,tt3717016,Comedy,Movie_Poster_Dataset/2015/tt3717016.jpg
243,tt2141773,"Animation, Adventure, Comedy",Movie_Poster_Dataset/2015/tt2141773.jpg
244,tt3726704,"Biography, Drama, History",Movie_Poster_Dataset/2015/tt3726704.jpg
245,tt2712154,Documentary,Movie_Poster_Dataset/2015/tt2712154.jpg
246,tt4830104,"Short, Comedy, Drama",Movie_Poster_Dataset/2015/tt4830104.jpg
247,tt1981111,"Drama, Sci-Fi",Movie_Poster_Dataset/2015/tt1981111.jpg
248,tt3813310,"Crime, Thriller",Movie_Poster_Dataset/2015/tt3813310.jpg
249,tt4621016,"Documentary, Biography",Movie_Poster_Dataset/2015/tt4621016.jpg
250,tt2349144,Drama,Movie_Poster_Dataset/2015/tt2349144.jpg
251,tt2027066,"Documentary, Biography, History",Movie_Poster_Dataset/2015/tt2027066.jpg
252,tt4504040,Documentary,Movie_Poster_Dataset/2015/tt4504040.jpg
253,tt1598642,"Drama, Sci-Fi, Thriller",Movie_Poster_Dataset/2015/tt1598642.jpg
254,tt4936064,Documentary,Movie_Poster_Dataset/2015/tt4936064.jpg
255,tt3704416,Drama,Movie_Poster_Dataset/2015/tt3704416.jpg
256,tt3837248,"Animation, Comedy, Music",Movie_Poster_Dataset/2015/tt3837248.jpg
257,tt3110770,Comedy,Movie_Poster_Dataset/2015/tt3110770.jpg
258,tt3054798,"Action, Drama, History",Movie_Poster_Dataset/2015/tt3054798.jpg
259,tt4938602,"Animation, Adventure, Family",Movie_Poster_Dataset/2015/tt4938602.jpg
260,tt4273886,"Drama, Romance",Movie_Poster_Dataset/2015/tt4273886.jpg
261,tt3824412,Comedy,Movie_Poster_Dataset/2015/tt3824412.jpg
262,tt4288636,Drama,Movie_Poster_Dataset/2015/tt4288636.jpg
263,tt4337072,"Animation, Sci-Fi",Movie_Poster_Dataset/2015/tt4337072.jpg
264,tt3781762,Drama,Movie_Poster_Dataset/2015/tt3781762.jpg
265,tt4819560,"Action, Crime, Drama",Movie_Poster_Dataset/2015/tt4819560.jpg
266,tt3703148,Comedy,Movie_Poster_Dataset/2015/tt3703148.jpg
267,tt3993894,"Drama, Thriller",Movie_Poster_Dataset/2015/tt3993894.jpg
268,tt1365050,"Drama, War",Movie_Poster_Dataset/2015/tt1365050.jpg
269,tt3625220,Sci-Fi,Movie_Poster_Dataset/2015/tt3625220.jpg
270,tt1533089,"Documentary, Biography",Movie_Poster_Dataset/2015/tt1533089.jpg
271,tt3121332,Drama,Movie_Poster_Dataset/2015/tt3121332.jpg
272,tt5187666,"Short, Crime, Drama",Movie_Poster_Dataset/2015/tt5187666.jpg
273,tt3884528,"Documentary, Biography, Family",Movie_Poster_Dataset/2015/tt3884528.jpg
274,tt3672840,"Action, Adventure, Drama",Movie_Poster_Dataset/2015/tt3672840.jpg
275,tt4302136,"Short, Comedy, Drama",Movie_Poster_Dataset/2015/tt4302136.jpg
276,tt1817771,"Comedy, Horror",Movie_Poster_Dataset/2015/tt1817771.jpg
277,tt5360200,Documentary,Movie_Poster_Dataset/2015/tt5360200.jpg
278,tt3672742,"Action, Adventure, Comedy",Movie_Poster_Dataset/2015/tt3672742.jpg
279,tt4104022,Comedy,Movie_Poster_Dataset/2015/tt4104022.jpg
280,tt5272578,"Short, Drama",Movie_Poster_Dataset/2015/tt5272578.jpg
281,tt4955448,"Short, Comedy",Movie_Poster_Dataset/2015/tt4955448.jpg
282,tt4248930,"Horror, Mystery, Thriller",Movie_Poster_Dataset/2015/tt4248930.jpg
283,tt4819544,"Comedy, Romance",Movie_Poster_Dataset/2015/tt4819544.jpg
284,tt3640682,Drama,Movie_Poster_Dataset/2015/tt3640682.jpg
285,tt3343784,Drama,Movie_Poster_Dataset/2015/tt3343784.jpg
286,tt4727756,Comedy,Movie_Poster_Dataset/2015/tt4727756.jpg
287,tt4603446,Mystery,Movie_Poster_Dataset/2015/tt4603446.jpg
288,tt1460646,"Crime, Drama, Mystery",Movie_Poster_Dataset/2015/tt1460646.jpg
289,tt4781992,"Short, Comedy, Drama",Movie_Poster_Dataset/2015/tt4781992.jpg
290,tt3848938,"Sci-Fi, Thriller",Movie_Poster_Dataset/2015/tt3848938.jpg
291,tt4574070,Documentary,Movie_Poster_Dataset/2015/tt4574070.jpg
292,tt5503970,"Short, Horror",Movie_Poster_Dataset/2015/tt5503970.jpg
293,tt4377864,Documentary,Movie_Poster_Dataset/2015/tt4377864.jpg
294,tt3457376,"Documentary, History",Movie_Poster_Dataset/2015/tt3457376.jpg
295,tt5034276,"Action, Mystery, Thriller",Movie_Poster_Dataset/2015/tt5034276.jpg
296,tt4668808,Documentary,Movie_Poster_Dataset/2015/tt4668808.jpg
297,tt4188202,"Documentary, Biography, History",Movie_Poster_Dataset/2015/tt4188202.jpg
298,tt5139578,"Short, Drama, Family",Movie_Poster_Dataset/2015/tt5139578.jpg
299,tt4484140,"Short, Drama",Movie_Poster_Dataset/2015/tt4484140.jpg
300,tt3605418,"Crime, Horror, Thriller",Movie_Poster_Dataset/2015/tt3605418.jpg
301,tt3962848,"Documentary, Thriller",Movie_Poster_Dataset/2015/tt3962848.jpg
302,tt3801934,"Action, Crime, Thriller",Movie_Poster_Dataset/2015/tt3801934.jpg
303,tt3066630,"Comedy, Mystery",Movie_Poster_Dataset/2015/tt3066630.jpg
304,tt3534282,"Adventure, Comedy, Drama",Movie_Poster_Dataset/2015/tt3534282.jpg
305,tt2293060,"Action, Biography, Crime",Movie_Poster_Dataset/2015/tt2293060.jpg
306,tt3317522,"Documentary, Horror",Movie_Poster_Dataset/2015/tt3317522.jpg
307,tt3488184,Comedy,Movie_Poster_Dataset/2015/tt3488184.jpg
308,tt5028408,"Documentary, Short",Movie_Poster_Dataset/2015/tt5028408.jpg
309,tt4669204,"Documentary, History, Music",Movie_Poster_Dataset/2015/tt4669204.jpg
310,tt4079142,"Documentary, News",Movie_Poster_Dataset/2015/tt4079142.jpg
311,tt4344782,"Documentary, Biography, History",Movie_Poster_Dataset/2015/tt4344782.jpg
312,tt4434016,Comedy,Movie_Poster_Dataset/2015/tt4434016.jpg
313,tt4145304,"Comedy, Drama",Movie_Poster_Dataset/2015/tt4145304.jpg
314,tt4974864,Documentary,Movie_Poster_Dataset/2015/tt4974864.jpg
